"","(Intercept)","Tissuetissue: paired normal adjacent"
"SEZ6",7.67006883942596e-218,0.178120255316257
"EML6",1.17269000884019e-65,0.00394437677692081
"SPATA33",1.41534888287829e-131,0.290771016675396
"SALL4",1.90389521264746e-53,0.00107073705232134
"SERTAD4",5.95225566857417e-64,0.000164451182482128
"LINC01137",3.1211971865976e-76,2.26620224519406e-08
"P2RY8",7.33326779393776e-73,0.214022772659425
"PHETA1",3.03321438732815e-131,0.0153450142682155
"ZBTB42",1.04639529397317e-78,0.00219274095124638
"TMEM220",3.72419569498593e-70,0.0351987216635134
"LINC02035",1.41158485287269e-69,3.73581403197629e-13
"ZNF738",2.847500414269e-84,0.000105614909045792
"NCR3LG1",6.01144344247835e-43,0.0526883112023708
"UBXN10-AS1",8.71526436098767e-60,6.1045158458679e-07
"AMIGO3",7.21688461443658e-195,0.523602492575961
"LINC00653",4.97089146926888e-83,0.148609440429289
"SMTNL2",3.34446684109992e-46,8.28729872892414e-11
"FOXS1",1.58853351983219e-72,0.0158122176682907
"ZNF823",2.11672204831897e-99,0.0900417603205062
"MIR4697HG",3.66229538094002e-49,0.00277566454797715
"TMEM86B",5.88121147858167e-79,0.479668331782901
"SMIM5",1.66568221492346e-61,0.0301432379861183
"C15orf61",1.57073225123161e-127,0.447968763815844
"ZNF438",1.41415667882695e-111,3.0102404623974e-09
"ANO4",2.15977459630995e-98,0.277182822360753
"TMEM44-AS1",4.35214527461166e-88,0.000493645194919769
"ID2-AS1",1.13164945114115e-58,0.00314711943770183
"TIGD5",1.10705866517128e-119,1.04615273893134e-09
"VEPH1",1.95105502350719e-50,0.0126951444620816
"LOC440173",5.32150274926368e-53,0.00889472374983327
"TPRG1",9.08237646292813e-48,0.402395169164973
"ZNF445",2.04074103866487e-102,0.639584665726518
"OR51E1",4.16518830063319e-62,0.0681602907286728
"GLT1D1",3.68039485809666e-59,1.45459980332943e-07
"DEFB123",1.12240411092122e-288,1
"CLRN3",6.71789436738887e-34,0.208239729881698
"LOC100506725",1.69009382524053e-34,3.34417515997464e-13
"TIGD3",2.32435229148968e-79,0.0843887593489154
"ASAH2B",1.23014790553533e-80,1.40806198993688e-06
"SIX4",9.96721467295688e-71,1.06434071635038e-13
"PROSER2",7.84779035742926e-80,0.0100534175885531
"ZDHHC22",3.91138413840473e-123,0.288471675847839
"TMEM161B-AS1",1.98596781938237e-63,0.00397361448374398
"ZNF608",9.43091189302787e-82,0.0398000804664032
"A1BG",5.9337414663642e-94,0.00915610522123468
"SMIM4",1.770699961296e-98,0.126375468724734
"LINC00526",1.48182365080509e-92,0.0218958406170346
"CNTN3",4.88609427890345e-43,0.0113356912422029
"ALOX12-AS1",5.39526714284992e-83,0.010210599253084
"WIPF3",2.50493999991979e-45,0.0359731836134011
"KANSL1-AS1",2.50644364475629e-81,0.223117510129534
"C4orf48",3.08074531856338e-100,1.55879483186947e-16
"ZBTB45",4.95071189314449e-111,0.68247196247098
"LOC644656",2.06916215359154e-75,2.22151482859171e-06
"LOC100996740",3.66115635835567e-107,0.0238878658594725
"KCTD21",1.24508873986702e-114,1.06947167929641e-05
"C5orf34",1.00342894991736e-66,1.53830398972071e-11
"C12orf60",5.1965356342953e-53,0.112362432639232
"LRRC75A",1.74329689179576e-59,0.324507674997072
"LOC100507547",1.4731473038459e-71,0.00790752368083366
"FRMD3",2.38846050399884e-75,1.39445945300646e-35
"ZNF488",3.62856703770025e-124,0.0348169831917618
"SHE",2.50398513302229e-77,1.49310184372733e-06
"C7orf61",2.16567641773524e-183,0.255223391429075
"ENPP6",2.61116404178333e-196,0.0903707642525025
"SLC6A17",1.19950871035086e-128,0.0733812722943891
"MIR3682",2.02692239091316e-50,0.000688067865892902
"LEMD1",8.24683735782148e-40,4.28015964724829e-10
"SPSB4",4.75520238161961e-95,0.407187756428581
"LINC01315",2.06161593120796e-99,0.000522635697439494
"C1orf74",5.94651859604702e-79,1.35029101766611e-10
"TMEM238",1.55853135915803e-173,0.22175071330307
"ENDOV",5.05040247044673e-56,0.537330393977409
"FAM166B",1.96103490026004e-72,0.0654750252950158
"LCA5",5.61260753299754e-69,0.480786310676632
"TMEM91",1.12344178413923e-103,0.476890928634267
"YJEFN3",3.38500348407278e-114,0.117448614668414
"LRRC37A3",1.59381795093855e-113,0.000297660403482487
"BEX5",1.84122945529554e-74,0.00736309309138056
"C9orf152",5.64733595497226e-62,0.00226762391158041
"CMTM2",3.54908433007852e-31,6.51818046564844e-13
"LOC101926963",1.18953964429752e-67,0.00238195699351286
"ERICH3",9.27756961674913e-25,7.97693213453551e-09
"MORN5",5.62707246778261e-30,5.38170622190837e-08
"TIGD2",1.16080323884505e-99,8.09218239597609e-12
"FDXACB1",2.61567024359407e-75,0.771259609957869
"LINC00654",1.9955618858539e-279,0.86526015740731
"SYCN",5.27228620933914e-285,0.699840347735676
"SNORD61",1.11814008242322e-78,0.743506202477214
"SRRM4",6.67495121922419e-116,0.523242345281487
"LINC00324",3.2730422801094e-101,0.085361286994973
"NDUFAF6",1.08803077747841e-106,0.000523290876120496
"DISP3",1.95956083027872e-148,0.000551898629198639
"TICRR",7.35759158759656e-60,0.0186388160959625
"CLEC18A",5.55268422207992e-87,0.156793183780916
"AARS2",1.11647201134778e-127,0.00592351448557563
"UBR3",7.07065658978197e-144,0.993759384603819
"DNAAF3",2.04640527770591e-46,0.0538743522105913
"ATXN7L2",4.22987917147086e-154,0.120279223834793
"SPRED3",1.29252639056781e-128,1.88375014975877e-06
"RIMBP3",5.39551243064517e-125,0.108574637733309
"PEG3-AS1",3.31348203484467e-158,0.862569109681835
"CNIH2",4.26070808988955e-161,0.0150906655066534
"RAB39B",1.52382370615464e-56,0.795004458570706
"PLCXD3",1.6214034531241e-32,2.20787064035782e-17
"PRIMA1",1.42397032539853e-36,0.00681135248808934
"UBXN10",2.32684312984765e-71,0.016600411082572
"RSPH1",1.56527017835903e-51,0.00275431632888568
"MARCHF4",1.02528428538795e-206,0.113295960570294
"LINC02716",7.38694105167568e-96,0.848902621932535
"SERTAD4-AS1",4.75941604025842e-111,0.146046528252687
"PSTK",2.04509291426988e-79,0.0766747049289919
"PCAT19",7.86454000709675e-65,1.0076979223864e-30
"TMEM155",5.16374495541624e-51,0.000543198864062953
"DPY19L2",5.633526192615e-67,0.834797772279226
"SGO2",2.01384730389395e-62,0.000355117098175383
"ADAMTS14",3.81154438405219e-79,0.00568205605751503
"IFI27L1",1.63173045796284e-125,0.000263601279810483
"ELP2",4.29059019643092e-92,2.5282944622914e-09
"PDCD7",2.30045637308217e-129,0.769233149490397
"PANTR1",9.54316271844695e-185,0.463592938128951
"LOC102724851",3.96134155060014e-59,0.488133979970869
"NIPAL4",1.28761650950042e-57,0.214269727507947
"TTBK1",1.22386618277204e-100,0.00222557147198631
"LINC01405",9.49064643165977e-287,0.868921320671952
"FLJ46875",4.90330747668633e-95,0.215208405530326
"ZNF561",5.91351087629995e-95,0.16752705564056
"CLVS1",2.25898533597545e-216,0.387569002130394
"UNC80",2.90834449224694e-281,0.629928672349556
"ZCCHC18",1.23213581614153e-77,0.0615899545370801
"SSC5D",2.66851215348888e-113,0.00295203325878458
"TDRG1",1.0301187842476e-120,0.337753584256335
"SOWAHA",6.31877194166785e-54,0.00317322010067748
"TRMT10A",1.68635307257717e-85,0.891808270826289
"SNORC",7.2115452862262e-47,0.0796789577293543
"LINC00926",1.45965426333228e-39,0.025225494065218
"LINC00473",2.30437136863754e-90,0.0542385524727867
"LPAR5",6.11439619903191e-76,1.26645280366746e-07
"CALHM5",3.04387900714188e-99,0.67342553941856
"FUOM",2.3716729398179e-91,0.0900436172960222
"LINC00461",2.26596863678544e-70,0.0406563404977529
"CFAP206",1.13600289718414e-51,0.00102631282426299
"ARSI",2.21194367563494e-93,0.630850944543451
"TMEM225B",3.83684837040633e-64,0.20838300282624
"LINC01504",4.49380000914415e-90,0.905570469910701
"NEURL2",5.60372952044471e-105,0.00389484615230406
"MYOM3",4.6262720123702e-97,0.0114116781561102
"RALY-AS1",4.3997386821251e-63,4.3667297698405e-08
"SYNGAP1",6.35100141708556e-92,0.307156644268746
"SYNPR",3.93268740515704e-70,0.270589657625962
"SLC25A21-AS1",4.2168647053256e-90,0.173821424930729
"PRDM6",3.84164910832215e-71,0.000172741234310788
"NFAM1",5.48355519175015e-107,0.921468396572303
"LINC01816",2.5410918834709e-80,0.972961686915597
"LOC730098",4.01113205491005e-145,0.218015476211065
"METTL21C",1.56283323016703e-174,0.324880269976013
"LOC100507291",1.78526844199633e-78,0.0108404947347644
"C9orf50",9.28627400343173e-171,0.498743692792258
"GSX2",4.31551361226248e-165,0.299709831673559
"CCDC138",2.94498495428979e-136,0.116312083391024
"ADAMTS10",3.8487990991542e-130,0.695599667405712
"XKRX",9.84309597485493e-44,5.34760934904612e-09
"FGF14-AS2",6.85482914540773e-50,2.62810429461927e-12
"MIR497HG",8.17043087827267e-102,3.26253476624666e-09
"KNDC1",9.87233457230006e-84,0.0713351529346645
"GLDN",1.9503872539815e-56,7.72710402192479e-06
"LINC01431",5.4283095081741e-161,0.51022984938189
"SMTNL1",6.37123029813375e-128,0.667711721003032
"SCGB3A1",1.95293745086782e-58,0.915772031009443
"LOC101928230",1.92682472563415e-138,0.204096909743114
"LOC101928222",4.00520791350765e-122,0.0697504116818032
"DUSP15",1.89111620392199e-125,7.08176962812274e-05
"C5orf63",4.43344093800214e-54,3.36580173323179e-05
"GALNT16",3.09685432261788e-68,0.187044670931657
"ZNF879",2.09394528198305e-80,0.0454628565676067
"FOXD3-AS1",1.41872758978566e-85,0.0200106061423479
"LINC02606",8.50251703062148e-129,0.0897666778587384
"LINC02532",1.6057226837642e-93,0.303922826826966
"LOC729970",1.57024198090605e-65,0.00342330657653671
"PHOSPHO2",4.53284784485371e-82,0.982160939372807
"FAM228B",5.93126332576062e-100,4.32496588799336e-06
"TBX15",3.5256769491743e-65,9.43660006836942e-08
"RBAKDN",8.27901643866487e-75,0.0123814030593047
"ZNF469",8.83017133477711e-94,4.30347775056812e-06
"PLEKHG4B",1.19603907589241e-55,1.82608684702223e-09
"BTBD17",5.77485819731004e-174,0.17670326398663
"LOC101927811",3.3620567273566e-84,1.36076905569012e-06
"FAXC",3.59262061612606e-47,1.16218843371335e-05
"SEPTIN7-AS1",5.63437502222019e-77,0.00530216050723162
"LOC100506974",2.45856723766153e-61,0.043258539682686
"FLJ42351",1.12932380916857e-92,0.395652376918225
"SLC45A1",3.57558504989166e-101,0.152264462213194
"MYLK-AS1",1.89564674747845e-76,0.792894805128847
"TMEM52",1.860169718174e-55,1.83406966777229e-07
"RTKN2",1.01409772772857e-37,1.34700536596748e-40
"DSCR9",3.87409049670065e-115,0.969646566934146
"IRX1",1.15068438389482e-48,0.000162503283777342
"HMGB4",1.75027549634583e-147,0.116164077801914
"INSYN1",4.63085655299978e-74,0.00129383925232432
"OIT3",3.70423742137372e-194,0.596391743205766
"PIWIL4",1.6495286854719e-72,0.0961911048113739
"PHGR1",5.53363642814958e-284,0.82258704067033
"C6orf99",7.70851165600114e-102,0.149022698692612
"DBH-AS1",4.27682422222996e-112,0.154032019302878
"SHISA2",5.45191654650302e-59,0.261826382013114
"LINC01102",5.5083909261511e-262,0.401795698857252
"CELF5",4.27630987199959e-83,0.00102904958893413
"CEACAM19",1.01535544023476e-92,0.787433964295269
"LOC145474",4.55051787350756e-29,0.793712544892589
"LINC01590",4.67656032784267e-111,0.067585261985807
"HSPB9",5.65830285126533e-64,0.00019435886409256
"LYZL2",1.59857288731089e-278,0.436622469273895
"TNRC6C-AS1",6.14551688971939e-66,0.226453954307508
"LOC101926907",1.08261776569805e-57,0.46364991333275
"PBX4",6.39983410603571e-72,0.684970206280872
"SHC4",2.11848682169168e-89,0.251214813453164
"LINC01341",2.42810629651556e-109,0.0428955720728363
"ZNF597",1.25732457611291e-69,7.76832792615743e-06
"PARD3-AS1",8.03974234710194e-102,0.132222913718799
"LOC100505942",7.68709671618647e-280,0.438976634733772
"LOC284412",4.54718708486496e-80,0.234710534492001
"PRDM15",1.90131762407291e-108,0.956557508667779
"MCPH1-AS1",1.89978153078617e-149,0.217717729939615
"RASGEF1A",3.55173907336997e-67,0.000794236435202329
"ATP6V1G3",9.65154777688202e-192,0.75724444071776
"WWC2-AS2",2.99975942205051e-204,0.289028959567238
"LINC00844",1.86871263262776e-42,0.00108161835611325
"LOC285074",6.20464999787066e-110,0.866827485940833
"PGM5-AS1",1.84761452993097e-55,6.84903493961004e-19
"SLC7A3",4.82972376913442e-217,0.318211878123266
"LRRC46",7.28137258708215e-36,5.83704026595104e-07
"ACMSD",2.64921074865388e-33,0.00655371859025905
"TSACC",4.85633231603593e-123,0.00458307258940125
"SYPL2",1.64445736712437e-102,0.0664593287053211
"DUOXA2",7.11802846542397e-53,0.0232254655416089
"LAMB2P1",2.23238207771507e-110,0.0145925204129651
"OVOL1-AS1",2.09517290935708e-113,0.498613813678513
"IL10RB-DT",2.47930217768075e-57,0.266563460166637
"TMEM102",8.90510491480866e-110,0.12506702104257
"LOC100505938",5.42547664219175e-123,0.000597256649050469
"LRFN5",1.96539466312923e-61,0.0159427246664792
"H2BW4P",2.87216525729326e-54,0.0653107375215462
"HOXA11-AS",1.44069456494829e-66,0.254327542192546
"IGSF10",8.85213703604683e-68,1.44018357401791e-27
"PKHD1L1",1.48049537082407e-37,1.2201849815328e-05
"LOC101927824",1.9708080637133e-130,0.00672915097121372
"EXOC3L4",2.98165799631356e-94,0.0340169515950376
"SLITRK4",3.31744409051649e-129,0.0340224803392715
"GTPBP10",1.83408253866602e-96,0.00215641504969557
"STX1B",9.79650733217955e-195,0.856546609482762
"XKR4",4.59275159634346e-117,0.618968231356986
"ATP2A1-AS1",2.09635864047489e-150,0.405826302484651
"RSPH9",1.46824449933958e-31,7.39489507640714e-05
"BBS5",7.21795621636192e-55,0.607141333013735
"RTN4RL1",6.88595581045369e-54,0.000221281052924832
"MIR210HG",2.56487798395916e-66,6.54217868096221e-08
"SMLR1",5.49872982513732e-125,0.869430415399497
"LCN12",5.03121589116197e-93,5.22506872422975e-05
"HSF5",3.86640689558359e-135,0.718612523563612
"RNF182",9.61096979869217e-46,1.35610680082614e-19
"FAM210A",1.70347006115145e-89,0.0913207277618356
"HOXB-AS3",3.52270370812515e-105,5.11390142429393e-06
"PATL2",2.89255147306915e-81,0.745077229803961
"ZNF683",3.13674881211925e-108,0.781967145516136
"NWD2",1.12240411092122e-288,1
"DENND2C",2.57134051930665e-64,6.46955631689523e-08
"PTGR2",1.86358976971927e-79,6.40896259047054e-05
"RNF157-AS1",2.36750591644356e-53,3.29470101893652e-13
"LINC00886",1.72476980386383e-88,0.00217548999700478
"PRAC1",3.22412254352021e-29,0.655425573396275
"GBAT2",5.03926099238139e-66,0.000277121894749098
"FAAH2",4.97108918635117e-84,1.66217676132264e-11
"LINC01191",1.12240411092122e-288,1
"LINC01119",1.54038757003028e-129,0.103524549084039
"ADCY4",3.72786737920712e-71,3.83876293600131e-22
"MIR142",3.01706361660338e-60,0.260432836153142
"CCDC151",5.6339817501256e-91,0.538402148006179
"C19orf81",8.72162258234227e-121,0.119910985836817
"LOC389765",4.36481399614234e-75,0.00263219143147877
"C2CD4C",3.03152261918997e-186,0.349720441117535
"TMEM61",9.46087309794187e-81,0.000382278520544442
"MARCHF10",1.16335930045622e-255,0.905012626525717
"CST9L",1.12240411092122e-288,1
"SLC51B",7.57011532149954e-27,2.17147538124556e-07
"KRTDAP",9.77816103724267e-46,0.309941848918318
"LOC100132057",2.89941833901436e-97,0.0654289757705614
"SMIM1",1.33353678707266e-89,8.72003620219396e-08
"CT75",5.91292252348734e-158,0.000972896607528219
"PRAC2",8.29798044420152e-64,0.220045792125539
"STAC3",1.39099251347727e-99,0.0343258539869179
"BCAR4",1.65956367779727e-288,0.931265093466924
"ZNF497",3.12358063087733e-266,0.156501082327861
"NIM1K",1.67042780011198e-56,0.0323927518683736
"LIX1",3.98715859034625e-59,0.21083957647727
"COL6A6",1.41806073126241e-50,1.66112785762928e-19
"SLC36A4",1.06849130307232e-76,0.0925157336841662
"ZNF883",8.63511030617643e-47,0.00237936966528389
"CCDC42",1.9093284951121e-83,0.974930166777563
"DLX6-AS1",8.70058308575562e-49,0.00586812820281428
"LINC01896",1.46718834758204e-136,0.273548371165498
"KIAA1328",4.22496742062797e-163,0.933915569673167
"DNAJC21",4.30186170132604e-102,0.387556584284296
"BEND4",6.52195237568329e-100,0.560962050364806
"CCDC110",2.69344585151865e-97,0.219602724978692
"PCSK4",9.3900807933153e-126,0.0614140038795358
"ASPDH",2.52718004506571e-131,0.39807116199744
"DHRS7C",1.63253828795999e-130,0.0875686854343312
"ZNF233",1.37554409160928e-85,0.0739741692206345
"TRABD2B",1.39048400865481e-66,0.295676548733551
"TAFA1",3.10863044023652e-83,0.969154550068835
"TTLL6",4.72450531941467e-73,0.095246848461979
"HAGLROS",3.42468885353229e-72,0.0507172165641502
"MICA-AS1",1.28114008205743e-81,0.111641570082229
"LOC100288123",5.25959711358208e-136,0.0109312902947855
"C2orf92",2.75287933315098e-65,0.15190310730688
"CMTM5",5.46040227791846e-91,0.00355519716121679
"C6orf223",1.58382078343936e-48,0.00485013586978657
"SEPTIN12",4.24539789201493e-172,0.313648425021892
"LOC100286922",1.12240411092122e-288,1
"COLCA1",2.47374142566847e-68,0.0840549895421825
"PCDHB19P",3.0313053918589e-138,0.219060828737122
"IGDCC3",1.94024099639111e-57,0.284962329456177
"EMX2OS",2.02108513099375e-152,0.175925071095
"FREM2",1.27330144839991e-56,0.959701389162459
"IL4I1",7.27295687680587e-59,9.87821852752214e-09
"TEX38",3.05018054301541e-211,0.0795288018238759
"GLTPD2",7.13398467502473e-189,0.303997693757239
"SH2D5",1.02725789834716e-138,0.193400957415861
"NPM2",1.59240005196567e-106,0.0770327332954207
"LINC00967",4.36653384832502e-133,0.000899017946077197
"CATSPER3",1.64747656425259e-172,0.0350398984849998
"C9orf131",4.88523033097949e-123,0.630312225207806
"LOC102724156",3.98919478514322e-69,0.000110935935335894
"C6orf118",1.56789659672804e-288,0.9092050403796
"FAM181B",6.75804122037111e-132,0.327338855315401
"TTC21A",1.12961824844778e-83,0.00292897687181741
"SPATA8",4.71663806322708e-205,0.604875294097935
"UNC5CL",4.99250907348485e-62,1.24252156534558e-11
"SLC35G1",1.00267022379655e-58,0.331720421734524
"PALM3",9.02697804025366e-53,0.611692018560925
"ARX",1.14504969347591e-118,0.0380103711250072
"SLC6A19",7.42837759349346e-161,0.80014524903599
"FGF7P3",1.12707156809965e-54,1.97979367062465e-09
"LOC100505774",3.54264306987496e-235,0.263892042346662
"CFAP221",8.70458558495896e-47,2.46484996693035e-06
"C1orf194",7.79456230184297e-33,5.54025449108666e-07
"LINC01023",2.67955597834729e-68,0.0392744387538641
"PLAAT5",2.12204336978271e-105,0.0773561655238461
"MRLN",3.45504942494904e-67,0.235908803537473
"GLOD5",1.12433243300577e-63,0.0114154095366265
"SPACA4",1.87993086103709e-235,0.993674181819882
"FXYD4",7.98382450065989e-119,0.319326009758006
"MIR302B",8.3864750224116e-50,0.142173054643257
"DOCK9-DT",7.67776817370885e-93,0.0142396094480289
"SLC47A2",2.10690199130405e-202,0.312310244966514
"IYD",5.88017053692492e-36,1.41160858553928e-06
"YTHDF3-AS1",1.59632727394422e-81,0.0143538945672169
"FYB2",6.00685372040539e-86,0.922764819731916
"C16orf82",6.42685625182817e-276,0.481059959889125
"CFAP126",5.26607357903132e-35,0.00675456613461183
"C2orf73",3.06258070017208e-101,0.0154718131104924
"LOC100505664",1.12240411092122e-288,1
"LOC101928045",1.6078466531211e-164,0.326316461091922
"TDRD5",1.92262646511275e-61,0.0362429136409768
"FAM181A",3.08764638487118e-133,0.337120956176275
"ANKRD35",1.14483623948596e-86,0.00543307317725009
"FAM166C",2.52934859315024e-137,0.126475411610278
"FAM133A",4.8496558326499e-31,0.00267197441034805
"LINC01193",3.97258025125842e-229,0.0955635292952808
"DRC1",3.93862053815988e-57,0.000266335235962559
"SCP2D1",4.98896686777419e-288,0.846134683176983
"LINC02610",2.56107419939924e-185,0.151773324099107
"TRPC5OS",6.54780338879586e-203,0.0509720343191783
"FAM24B",5.37736633036415e-76,0.000858669405612382
"IGFL2",1.29989121686203e-39,3.50016777185031e-11
"DLGAP3",2.15344644839026e-187,0.140777542516762
"C16orf86",8.51108011576315e-94,0.00258237955561906
"CXorf51B",1.52914175607662e-122,0.0167513605411489
"CLDND2",2.4390172616314e-146,0.869649804816968
"SPATA46",6.71229558246202e-165,0.748869058938382
"ABCA17P",1.83234786707489e-46,0.000654590887888557
"GPR155",1.65830777718197e-89,0.0158537017707642
"PRR19",4.95931250968152e-107,0.00348409847785311
"SPATA4",1.43178331972323e-40,0.155672626249922
"IP6K3",4.57594914054051e-37,0.713570900048997
"MYORG",1.12240411092122e-288,1
"LINC00643",1.88580058763869e-254,0.215719145808045
"POM121L10P",1.34076768123445e-136,0.00146966233690412
"KLRG2",6.61419116679548e-49,3.38765624336231e-14
"FAM238C",1.60816850361578e-86,0.150300128500228
"TEX48",7.48162172876816e-88,0.0319525522503188
"MAJIN",2.65901433582895e-114,0.0455515066278118
"TMEM179",3.18349921397199e-122,0.424141845132226
"MED14OS",9.28363369280583e-109,0.18926172130066
"H1-9",1.0390851238475e-158,0.261305260981151
"ADCY6-DT",7.94091391514816e-75,0.00216091338959495
"PCAT6",1.10241798324261e-65,2.86148506541442e-16
"ZFP57",2.6921574908241e-42,0.0534281790842514
"LOC101060400",7.44749954288494e-54,0.152946320009738
"SPPL2C",1.12240411092122e-288,1
"LINC01874",1.12240411092122e-288,1
"TCERG1L",6.93718589867373e-144,0.327690932592388
"ZNF582-AS1",3.51535280572314e-65,0.0019433229281583
"ARMC12",1.62341228384849e-147,0.164236963637859
"TMCO2",1.12240411092122e-288,1
"COX7B2",9.21072187711309e-163,0.244911301666595
"CA13",1.73414529124996e-82,0.131944389590387
"PRDM16-DT",3.48298078812497e-117,0.372189855799891
"DTWD2",3.59538326599455e-99,9.42489167879965e-05
"LINC02688",5.57025248762387e-64,0.0050029520010742
"PATE1",2.05114754410578e-126,0.535266385326394
"LOC100506406",6.13252038911669e-101,0.191436137057556
"PRSS54",7.31825390672857e-151,0.315800308703707
"EID3",3.47203540185495e-56,1.03040747167033e-13
"CCDC189",7.0709450583698e-71,2.10517255126755e-06
"LINC00158",4.70148944191691e-152,0.359318817475573
"PPP3R2",1.12240411092122e-288,1
"LYZL4",1.64506444244534e-133,0.797036674765846
"PAGE2B",7.85423546905947e-38,0.051897190771796
"TRIM71",2.32711323126033e-48,0.00662404587566287
"LOC101928487",2.13382977269083e-78,0.0622212905023309
"DNM1P46",3.22681667801762e-195,0.252991629403547
"UNC5D",8.91305099687258e-132,0.822289903021971
"LINC00445",1.36704766806682e-132,0.776919177005966
"LINC01723",4.49372761641632e-132,0.0446689261774788
"LOC101929480",1.12240411092122e-288,1
"MS4A6E",3.17533175009395e-212,0.624294783373531
"TSPYL6",1.46419368327837e-221,0.342741023677648
"SLC35D3",8.3964512079438e-57,0.343230792325263
"LINC02502",2.78723235221285e-288,0.901436778103979
"GPR150",3.47431699594279e-164,0.150045215676521
"LINC01350",1.09878477957241e-145,0.861837985693724
"LOC780529",4.95162420406302e-204,0.166328276104375
"CACNG8",1.0699527843181e-134,0.000361564065356328
"CLEC12B",2.52963024413479e-288,0.906773153862117
"C20orf141",7.48973382538474e-180,0.056715842329143
"LELP1",1.96217337874558e-114,0.0211160856980947
"HOXA10-AS",1.12240411092122e-288,1
"FDPSP2",8.05337957397501e-83,0.304018747949087
"BOD1L2",1.53873697021096e-131,0.0193054725136682
"TDRD10",6.53620766134106e-61,0.00091529898104724
"RNF133",1.23399375062243e-288,0.967992603212093
"UPP2",1.37014093000438e-232,0.330374863313402
"CXorf65",3.17567485285729e-57,0.944089267486891
"LOC101929897",8.37559468458626e-105,0.169045057113674
"LOC100507560",8.7251531632459e-281,0.58804185603039
"ESRG",1.12240411092122e-288,1
"DPPA3",1.47824712289533e-145,0.375423905107518
"FAM228A",4.6324932535103e-63,0.555945953628725
"PIH1D3",5.01432226800702e-26,0.00013111876209897
"CTXN3",9.09837952574997e-130,0.322676367510272
"PLPPR5",6.39258614409489e-76,0.995626031798964
"LOC100507507",6.13164078329899e-88,0.0142301960361863
"SPACA7",1.12240411092122e-288,1
"TMEM92",1.83623655427735e-62,0.0107636958475596
"LOC101929709",1.00250642026294e-44,0.348128271711133
"LOC100505555",1.12240411092122e-288,1
"DHDH",3.93011927250923e-72,0.00218884829394617
"GGN",1.12240411092122e-288,1
"LINC00710",1.83185689240794e-288,0.923166981848745
"PLCZ1",5.75232970364913e-275,0.663898322164624
"LINC01686",3.09532064259906e-115,0.133528365712453
"LOC100506929",1.12240411092122e-288,1
"LOC100505841",4.67268354522071e-167,0.26916262161724
"LOC101928134",1.05253415370602e-235,0.796468532271785
"LINC00943",2.38379416912094e-233,0.331215099075632
"TEX47",2.43181521658902e-190,0.56829599085636
"ZPBP2",1.77455198999768e-197,0.787371448982909
"ELFN1-AS1",9.8995263921807e-109,0.809317322321042
"MIR7515",6.41386972779844e-152,0.253114521940629
"LINC02366",1.12240411092122e-288,1
"LINC00851",1.00432542900108e-141,0.636058545872809
"ADAD1",3.23341559927002e-156,0.759120086791317
"CFAP97D1",3.72725603114452e-106,0.120064953026299
"LINC00487",2.55555145810029e-100,0.80746801144899
"LINC00658",1.01502484773502e-256,0.841193191039443
"LOC101927839",4.2770408617852e-238,0.389657071641758
"KRT71",1.12240411092122e-288,1
"TMEM114",3.27131141898594e-186,0.585226365969314
"CNTD1",3.02176216410665e-71,0.439312360676037
"FAM71F1",5.59021725711766e-138,0.0238010446921442
"NTRK3-AS1",1.04687332570729e-226,0.132511332432449
"FBXO15",9.98725975134511e-43,0.0411904586277975
"LINC02349",7.13520573543818e-216,0.248390142496329
"KHDC3L",1.12240411092122e-288,1
"TBC1D21",9.17884857075507e-161,0.694200610196511
"CCNB3",3.39136950238023e-169,0.0420470050407432
"LOC100505985",4.99573784937961e-97,0.16005046248728
"SLIT1-AS1",3.06133693379552e-177,0.546812886394356
"COX8C",6.02165456126061e-60,0.384296872428865
"LINC00113",2.30752626938639e-165,0.262113182661127
"LINC01523",9.32573697388583e-212,0.825277996289678
"FCAMR",3.45750387136943e-60,0.682690801522075
"ZBTB20-AS1",4.1096939122827e-121,0.154241073961698
"ATP13A4-AS1",1.75676097174659e-38,0.939331154427428
"C1orf94",6.7980634330879e-136,0.0403906319440813
"ZYG11A",1.6282988574179e-61,0.0356378527600533
"LINC00922",5.33191304080329e-52,0.181901196328664
"C20orf144",6.82763778144975e-212,0.281597873326574
"IQCF5",1.3375570234495e-228,0.640696928643171
"FANCD2OS",2.49900114104485e-182,0.0110155449530437
"LOC100130691",2.30974950443766e-82,0.625562872228737
"SPAG5-AS1",2.81829368238639e-127,0.844723260244988
"C1orf158",2.24844815308998e-37,0.117336386909316
"TEX46",5.74621975005311e-147,0.0497319055430538
"TPD52L3",3.96429507919552e-129,0.889283698597813
"LINC02805",5.81347465595407e-288,0.868168189775211
"CFAP299",5.35482756218114e-32,0.00619265479820371
"NOXRED1",3.34874253410301e-274,0.96220508817427
"CCDC62",2.7299860300403e-147,0.889200691406273
"CT47A11",1.22773761015165e-110,0.0167782398123625
"TMEM31",3.24618237513967e-118,0.166374506238811
"SAXO1",2.27937773408532e-153,0.132139113646074
"LINC01015",4.0137530284062e-157,0.0047396700293614
"PRSS37",2.87923920290807e-137,0.23712707140883
"FATE1",2.50432032080036e-92,0.00248545634886242
"LINC01082",2.12143161568514e-71,0.00010828582455256
"CDHR3",1.53760964425001e-39,0.000145093949266424
