"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","diffexpressed","delabel"
"GSTO2","GSTO2",1.55027757914689,7.39107627068668,6.83721515549918,9.30329137037346e-09,6.6284368821501e-08,9.60547603511089,"UP","GSTO2"
"CENPM","CENPM",-0.919591305214854,5.82304506328053,-6.83604597829508,9.34317957504662e-09,6.65272988203281e-08,9.60124066371105,"DOWN","CENPM"
"SH2D1A","SH2D1A",-1.30001881710159,4.51218730306327,-6.83602959912475,9.34373958702465e-09,6.65272988203281e-08,9.60118132999737,"DOWN","SH2D1A"
"AOX1","AOX1",2.19225151027635,8.16274336004576,6.83542977769213,9.36427090754094e-09,6.6650826605593e-08,9.59900847464599,"UP","AOX1"
"LINC02535","LINC02535",1.89073481316422,5.38791138157911,6.83518511369613,9.37265846679657e-09,6.66878657961915e-08,9.59812218064731,"UP","LINC02535"
"TMEM39A","TMEM39A",-0.629818327835526,6.88525163319195,-6.83466111406703,9.39064746810711e-09,6.67931723308793e-08,9.59622399918512,"DOWN","TMEM39A"
"CLUHP3","CLUHP3",0.744414897646136,7.34747907565855,6.8336123668533,9.42675486578318e-09,6.70272349536865e-08,9.59242494466739,"UP","CLUHP3"
"TMEM132C","TMEM132C",0.56350771338287,4.96994950444801,6.83105876333291,9.51525443437855e-09,6.76335373725577e-08,9.58317469462895,"NO",NA
"C16orf70","C16orf70",0.350306955450165,4.58036957824381,6.830872002113,9.52175946293893e-09,6.76568166452448e-08,9.58249817077897,"NO",NA
"ATOH8","ATOH8",0.428397991527669,6.05002935286857,6.82981645604544,9.55860853763472e-09,6.78917317280571e-08,9.57867457507713,"NO",NA
"SCARB2","SCARB2",-1.07382902075656,8.88654555819302,-6.82973943978766,9.56130274491663e-09,6.78917317280571e-08,9.57839559339395,"DOWN","SCARB2"
"NAP1L2","NAP1L2",1.61703491174184,5.83722714311697,6.82957458439446,9.56707232025486e-09,6.7909679394232e-08,9.57779842595759,"UP","NAP1L2"
"HSDL1","HSDL1",-0.471645888141817,6.62981024221024,-6.82852797046679,9.60378275983292e-09,6.8124231190375e-08,9.57400721576235,"NO",NA
"SLC43A3","SLC43A3",-1.22117365036874,6.48499533662243,-6.82852740367389,9.60380267843497e-09,6.8124231190375e-08,9.57400516264222,"DOWN","SLC43A3"
"CPNE9","CPNE9",0.520317353989947,5.29194159785645,6.82832093982538,9.61106111202344e-09,6.81526395103436e-08,9.57325727956114,"NO",NA
"KCNAB2","KCNAB2",1.05181577607941,7.26090453628216,6.82513729415963,9.72368185373714e-09,6.89279065279972e-08,9.56172513987862,"UP","KCNAB2"
"SMDT1","SMDT1",0.730636591637508,10.3688560262602,6.82460162513216,9.7427602362446e-09,6.9031543419891e-08,9.55978480486784,"UP","SMDT1"
"ROGDI","ROGDI",0.940207949995751,7.68615256565348,6.82454180779855,9.74489301057992e-09,6.9031543419891e-08,9.5595681310517,"UP","ROGDI"
"OMA1","OMA1",0.64236574404355,7.93893479425274,6.82227549783345,9.82604248283293e-09,6.95828640594663e-08,9.5513590310212,"UP","OMA1"
"VSIR","VSIR",-0.708956138576726,5.59552849769238,-6.82176566633381,9.8443908123876e-09,6.9689237697561e-08,9.54951231915389,"DOWN","VSIR"
"ZNF26","ZNF26",-0.693560087896675,4.68919641258867,-6.820240537021,9.89948338718378e-09,7.00555670646414e-08,9.5439880304086,"DOWN","ZNF26"
"H2BS1","H2BS1",-1.24208292026223,7.74638588974652,-6.81936127009329,9.93138525902279e-09,7.02575910235564e-08,9.54080319383539,"DOWN","H2BS1"
"METTL8","METTL8",-0.593205149784497,6.2775911362458,-6.81899360651797,9.94475540339748e-09,7.03284238470516e-08,9.53947146651682,"NO",NA
"PIK3CG","PIK3CG",-0.932853133332684,4.04477089589986,-6.81889685495059,9.94827677835626e-09,7.03295827459428e-08,9.53912101973704,"DOWN","PIK3CG"
"CPNE7","CPNE7",0.632440702575273,6.81605996022646,6.81760145999384,9.9955442525797e-09,7.06399006271211e-08,9.5344289511831,"UP","CPNE7"
"ENOX1","ENOX1",0.908542104913249,5.21547430954085,6.81701481798898,1.00170239212821e-08,7.07678246472496e-08,9.53230407952071,"UP","ENOX1"
"TRAPPC2B","TRAPPC2B",-0.730622419143992,7.61765676386954,-6.81436595642653,1.01145868044123e-08,7.14198360698762e-08,9.52270975688394,"DOWN","TRAPPC2B"
"FLT3LG","FLT3LG",-0.634033649518569,6.02931183027576,-6.81432416240463,1.01161337479984e-08,7.14198360698762e-08,9.522558377939,"DOWN","FLT3LG"
"NTRK1","NTRK1",0.520867229485111,3.76593654753376,6.81231198209842,1.01908920140942e-08,7.19233878097142e-08,9.51527026113873,"NO",NA
"BLOC1S2","BLOC1S2",-0.597604287876291,9.81333281920433,-6.81198972540674,1.02029159610707e-08,7.19839948253784e-08,9.51410305626058,"NO",NA
"C11orf86","C11orf86",0.532353440195698,6.97070623742514,6.8103633850629,1.02638141658876e-08,7.23892644218345e-08,9.50821253355572,"NO",NA
"ORC2","ORC2",-0.818611805759417,6.19683048956553,-6.81019200393846,1.02702526396109e-08,7.24102935179835e-08,9.50759180340255,"DOWN","ORC2"
"UGT3A1","UGT3A1",2.78883767652128,8.99602843534601,6.80878686763525,1.03231934664836e-08,7.27590624301585e-08,9.50250252663408,"UP","UGT3A1"
"COL1A1","COL1A1",-2.32535775818125,9.57434981050785,-6.80786928779239,1.03579119085833e-08,7.29792064410008e-08,9.4991791606473,"DOWN","COL1A1"
"RPL37A","RPL37A",-0.22237600397872,14.0390114920553,-6.80682898907973,1.03974148232263e-08,7.32329012448291e-08,9.49541134567903,"NO",NA
"MYLK3","MYLK3",0.524434435203556,5.0538538188859,6.80549849420204,1.04481567516935e-08,7.35655594883106e-08,9.49059251896458,"NO",NA
"PNCK","PNCK",-1.93141997543491,6.73790253036513,-6.80448587490458,1.04869414396628e-08,7.38138314303147e-08,9.4869250121889,"DOWN","PNCK"
"TMEM91","TMEM91",-1.77818156945984,7.02567331030273,-6.80167105338979,1.05955104110588e-08,7.45529582063987e-08,9.47673041575767,"DOWN","TMEM91"
"KHDRBS2","KHDRBS2",0.445762684734353,4.37829044313485,6.79903721021656,1.06981159593162e-08,7.52496423773662e-08,9.46719145349345,"NO",NA
"CSE1L","CSE1L",-0.844849369384789,7.17036333921132,-6.79886749865648,1.07047612917667e-08,7.52711093583878e-08,9.46657681674388,"DOWN","CSE1L"
"CRIPT","CRIPT",-0.865687721331817,7.31202978177523,-6.79759265414131,1.07548119575734e-08,7.55976664682184e-08,9.46195979218694,"DOWN","CRIPT"
"DLG3-AS1","DLG3-AS1",0.49112381903928,6.32873996660612,6.7969437123453,1.07803792981771e-08,7.57519641593141e-08,9.45960957572639,"NO",NA
"EVPL","EVPL",0.591706619717958,6.4929250127664,6.79585363077439,1.08234636680489e-08,7.60292063898792e-08,9.45566174491635,"NO",NA
"EBI3","EBI3",-0.90943788825757,5.44639072463069,-6.79560378527086,1.08333627719983e-08,7.60732316409815e-08,9.45475691056871,"DOWN","EBI3"
"NFKB2","NFKB2",-0.762035468251623,7.24467672143584,-6.79460434875073,1.08730519114922e-08,7.63263466454515e-08,9.45113739131826,"DOWN","NFKB2"
"PFN2","PFN2",1.16388271433807,10.2472337363318,6.79377864473002,1.09059514565744e-08,7.65316466200549e-08,9.44814707352285,"UP","PFN2"
"MGRN1","MGRN1",-0.695932069161229,8.71200586561953,-6.79350146491727,1.09170177604816e-08,7.65836473639681e-08,9.44714326035243,"DOWN","MGRN1"
"TCAF2","TCAF2",-0.718883206780907,4.06890932720969,-6.79144960671671,1.09992871914408e-08,7.71349410107498e-08,9.43971246787585,"DOWN","TCAF2"
"QKI","QKI",-0.869902202890168,6.48694121346341,-6.789576413834,1.10749338518074e-08,7.7639437548129e-08,9.43292880347373,"DOWN","QKI"
"DDC","DDC",3.27882443953926,10.6031033293209,6.78838032528401,1.11235081911095e-08,7.79538728936668e-08,9.42859728148832,"UP","DDC"
"VSTM2L","VSTM2L",0.61724158647143,5.44306130941092,6.78809956406228,1.11349409982696e-08,7.80078960169743e-08,9.42758053645275,"UP","VSTM2L"
"PRPF38A","PRPF38A",-0.579511946345048,8.16806157375444,-6.78775028867025,1.11491801446625e-08,7.80815367737365e-08,9.42631567789737,"NO",NA
"PDE4B","PDE4B",-1.26321419959811,6.91340076075928,-6.7873449674741,1.11657269585729e-08,7.81521283775681e-08,9.42484786014933,"DOWN","PDE4B"
"FAM171A2","FAM171A2",0.521145831834844,4.77014646175749,6.78732061907578,1.11667217374355e-08,7.81521283775681e-08,9.42475968574007,"NO",NA
"SNIP1","SNIP1",-0.695733440048428,6.18745675141068,-6.78634544139924,1.12066365112205e-08,7.84052822313078e-08,9.42122822503215,"DOWN","SNIP1"
"MOCS3","MOCS3",-0.672794871072249,6.44885535818109,-6.78523045891973,1.12524483199295e-08,7.86995108372497e-08,9.41719051193297,"DOWN","MOCS3"
"CPNE4","CPNE4",0.789211114638655,3.79778746056862,6.78396054521844,1.13048538446811e-08,7.9039644020205e-08,9.41259178161395,"UP","CPNE4"
"MAP11","MAP11",0.505259653556863,6.63229913121794,6.78346403081146,1.13254097568575e-08,7.91569430019669e-08,9.41079376850624,"NO",NA
"RTF2","RTF2",-0.614501087459932,8.41994327943964,-6.77918368896544,1.15041737300029e-08,8.03795620821782e-08,9.39529375734659,"DOWN","RTF2"
"BRI3BP","BRI3BP",-0.717591818384965,7.8908452718208,-6.77863944973675,1.15271044203439e-08,8.05129230720054e-08,9.39332298782131,"DOWN","BRI3BP"
"BCKDK","BCKDK",-0.671142848249211,8.1852312021406,-6.77751616131651,1.15745769729846e-08,8.08175546177029e-08,9.38925542145411,"DOWN","BCKDK"
"ODR4","ODR4",-0.656938366870743,8.08614367878101,-6.77702871060463,1.15952384067997e-08,8.09348413552925e-08,9.38749031245607,"DOWN","ODR4"
"UCP2","UCP2",-0.96067283562998,7.98350530028822,-6.77536832886017,1.16658934809567e-08,8.14008896554299e-08,9.38147794710978,"DOWN","UCP2"
"EXOC7","EXOC7",-0.700827937995645,7.05885003724739,-6.77407718529926,1.17211333592268e-08,8.17591010575168e-08,9.37680267117005,"DOWN","EXOC7"
"PITPNC1","PITPNC1",-0.508131249646701,6.40309839484022,-6.7733538549561,1.17521942379108e-08,8.19316185228229e-08,9.37418348614289,"NO",NA
"FHOD1","FHOD1",-0.591334327058205,7.06517027118865,-6.77331910477218,1.17536885311063e-08,8.19316185228229e-08,9.37405765579739,"NO",NA
"COX3","COX3",0.797581698947835,9.06375286549508,6.77320986809856,1.17583870554459e-08,8.19371036761231e-08,9.37366211023401,"UP","COX3"
"MILR1","MILR1",-0.860846834592587,5.4395653032188,-6.77036356533257,1.18814768998171e-08,8.27673084870202e-08,9.36335577194884,"DOWN","MILR1"
"SLC39A4","SLC39A4",1.27853832221983,8.69820920154466,6.76953689801504,1.19174672221172e-08,8.29904208449764e-08,9.36036248648177,"UP","SLC39A4"
"DNAJC14","DNAJC14",-0.888421982729559,6.36952711327183,-6.76889598700728,1.19454452818933e-08,8.31576079494246e-08,9.35804182005127,"DOWN","DNAJC14"
"EFL1","EFL1",-0.628215996348589,7.50696567458375,-6.76660733752693,1.20458896908677e-08,8.38289871609985e-08,9.34975496956132,"DOWN","EFL1"
"FTL","FTL",0.293467504515404,14.0175678009759,6.76603872213647,1.20709757216035e-08,8.3975665373772e-08,9.34769612214085,"NO",NA
"SOD2","SOD2",-0.943024558795889,8.53008575956904,-6.76584162377214,1.2079683434369e-08,8.40083429281962e-08,9.34698246877655,"DOWN","SOD2"
"GTF2E1","GTF2E1",-0.600648931073761,7.40664497366043,-6.76529387577521,1.21039156527048e-08,8.41489283694684e-08,9.34499918950439,"DOWN","GTF2E1"
"NEURL1B","NEURL1B",-1.26481697914906,7.68887298423684,-6.76448891063066,1.21396152465124e-08,8.43691176405758e-08,9.34208459644085,"DOWN","NEURL1B"
"PYCR2","PYCR2",-0.457979427619752,7.26135301452281,-6.76422959395584,1.2151138133195e-08,8.44106568642449e-08,9.34114567438031,"NO",NA
"ADAM9","ADAM9",-1.66762980482128,7.48305718091098,-6.76417306119823,1.21536516495232e-08,8.44106568642449e-08,9.34094098337976,"DOWN","ADAM9"
"G2E3","G2E3",-0.767645839823872,6.3450147360926,-6.76278749897524,1.22154181094153e-08,8.48115224189332e-08,9.33592423601507,"DOWN","G2E3"
"RTN1","RTN1",-1.44511743222539,5.97109037656895,-6.7599944179261,1.23408847941203e-08,8.56542457860958e-08,9.32581140370611,"DOWN","RTN1"
"MEGF10","MEGF10",0.592324911930504,5.86708084570003,6.75929915061245,1.23723161961168e-08,8.58439573898838e-08,9.32329410202059,"NO",NA
"NMB","NMB",-1.3560428301713,7.90385543485772,-6.75832340429749,1.24165623268916e-08,8.61224275037741e-08,9.3197613140217,"DOWN","NMB"
"ICE2","ICE2",-0.602281312599708,7.15609735506463,-6.75803316138995,1.24297541441358e-08,8.61853889629966e-08,9.31871046542405,"DOWN","ICE2"
"TMEM192","TMEM192",0.753126150730632,9.99327756700443,6.75602474559407,1.25214230540315e-08,8.67922729029775e-08,9.31143889368915,"UP","TMEM192"
"ZNF600","ZNF600",-0.897526077326508,6.80117834843477,-6.75392024139892,1.26182024174679e-08,8.74341667346013e-08,9.30381955098484,"DOWN","ZNF600"
"VSIG10","VSIG10",-0.694806645807577,4.69817087193175,-6.75382940291837,1.26223965696331e-08,8.74343058677595e-08,9.30349067372407,"DOWN","VSIG10"
"PPM1A","PPM1A",0.712912946582854,9.31656754094863,6.75336298186299,1.26439538915963e-08,8.75546784024024e-08,9.30180201773676,"UP","PPM1A"
"TNFRSF13B","TNFRSF13B",0.396970879971755,6.08350947549868,6.75280957948398,1.2669579083113e-08,8.77031305531948e-08,9.29979845788275,"NO",NA
"PPFIA4","PPFIA4",-1.49982136129882,5.20713341556587,-6.75236293360866,1.26902987666137e-08,8.78175382438904e-08,9.29818140984965,"DOWN","PPFIA4"
"RGN","RGN",1.70601243072162,7.8271491331885,6.75159476670207,1.27260128610958e-08,8.80355982170984e-08,9.29540033223381,"UP","RGN"
"DYSF","DYSF",-0.801006310282592,8.64328215327256,-6.75125179847716,1.27419907610236e-08,8.81170288779004e-08,9.29415865276652,"DOWN","DYSF"
"PMAIP1","PMAIP1",-1.76383617206276,5.08217624032235,-6.75107840519513,1.27500762795477e-08,8.81438441675532e-08,9.29353090236978,"DOWN","PMAIP1"
"ARVCF","ARVCF",0.463399443428553,7.11997255216911,6.75080702416297,1.27627413646365e-08,8.82022907835834e-08,9.29254840034146,"NO",NA
"STIL","STIL",-0.912028100407837,5.15702231989032,-6.75030795504991,1.27860652466103e-08,8.83343366493229e-08,9.2907415868059,"DOWN","STIL"
"CSHL1","CSHL1",0.328951538383932,3.71673549748569,6.74920025148064,1.2837985782139e-08,8.8663794321947e-08,9.28673131846508,"NO",NA
"STAM","STAM",-0.634153887323485,8.32393662563106,-6.74784095897062,1.29019867611514e-08,8.90730183333201e-08,9.28181025975834,"DOWN","STAM"
"ARHGEF3","ARHGEF3",0.847741716034899,8.98892634792824,6.74776137889613,1.29057435738591e-08,8.90730183333201e-08,9.2815221569612,"UP","ARHGEF3"
"SLC27A2","SLC27A2",2.49099118038872,9.00870470992053,6.74615826990261,1.29816562529726e-08,8.95674418745118e-08,9.27571847955007,"UP","SLC27A2"
"LOC339803","LOC339803",-0.67351870145893,5.67852527033727,-6.74514073413059,1.30300713056602e-08,8.98718813433205e-08,9.27203477032285,"DOWN","LOC339803"
"UBE2Q2","UBE2Q2",-0.722844604645066,8.83132201789875,-6.74353308509224,1.310693225484e-08,9.03722547538295e-08,9.26621477928533,"DOWN","UBE2Q2"
"YTHDF2","YTHDF2",-0.38986553354834,9.24533422821458,-6.74323717389689,1.31211289083299e-08,9.04403709255633e-08,9.26514353348351,"NO",NA
"PCID2","PCID2",-0.54770480665946,7.61826747544236,-6.74210519280336,1.3175578826519e-08,9.07858058154915e-08,9.26104560474899,"NO",NA
"TRIM8","TRIM8",0.506432700985376,9.1927814306287,6.74058598807631,1.32490096818355e-08,9.12617579103614e-08,9.25554593184213,"NO",NA
"SLC25A20","SLC25A20",0.929165983821499,8.20809257700877,6.73897227481701,1.33274564341989e-08,9.17719362022233e-08,9.24970420315298,"UP","SLC25A20"
"YAF2","YAF2",-0.778963657006199,5.78372231964681,-6.73824003614563,1.33632053157952e-08,9.19878612388962e-08,9.24705348524948,"DOWN","YAF2"
"CFAP20DC","CFAP20DC",-0.708067347715053,3.22488939170289,-6.73704800917569,1.34216066988005e-08,9.23595254664171e-08,9.24273835903201,"DOWN","CFAP20DC"
"SH3GL1","SH3GL1",-0.448489244193887,8.25006351392581,-6.73677765405882,1.34348877304522e-08,9.23991231233632e-08,9.24175968198112,"NO",NA
"APOLD1","APOLD1",-2.62861331131354,7.01882286930627,-6.73675129758895,1.34361831782004e-08,9.23991231233632e-08,9.24166427250265,"DOWN","APOLD1"
"IL34","IL34",0.644263128322141,7.18566412445614,6.73623984854841,1.34613461464851e-08,9.25417846177958e-08,9.23981284936696,"UP","IL34"
"GS1-124K5.11","GS1-124K5.11",0.285279683619624,3.38854912304037,6.73513613641136,1.35158086083664e-08,9.28857096192422e-08,9.23581748637896,"NO",NA
"LAMTOR4","LAMTOR4",-0.558039691736542,8.58763846214194,-6.73477110146899,1.35338695816272e-08,9.2979326377942e-08,9.23449609269896,"NO",NA
"RIOK3","RIOK3",-0.938198834438972,8.02423305328225,-6.7333744412866,1.36031955397775e-08,9.34249629415476e-08,9.22944034529994,"DOWN","RIOK3"
"SPIDR","SPIDR",-0.619442758485187,6.31438650354643,-6.73319164282774,1.36122953126732e-08,9.34568174089036e-08,9.22877864048272,"DOWN","SPIDR"
"EIF3B","EIF3B",-0.542804616943162,9.61033877001258,-6.7317237106575,1.36855903258411e-08,9.39292465777829e-08,9.22346496816674,"NO",NA
"ABCB10","ABCB10",-0.997869198303973,7.42559747777243,-6.73087378917917,1.37282076488592e-08,9.4190882941583e-08,9.22038842238334,"DOWN","ABCB10"
"PSAT1","PSAT1",1.78799093681096,7.97411762566328,6.73017965022156,1.37631119508811e-08,9.43994453291118e-08,9.2178757944143,"UP","PSAT1"
"PVRIG","PVRIG",-1.30610543247297,5.86104298043466,-6.72754647286566,1.38963273555768e-08,9.52819538845392e-08,9.20834441388626,"DOWN","PVRIG"
"TRIM34","TRIM34",-0.840019496290997,6.53657620283191,-6.72495195485739,1.40288466440175e-08,9.61591134333231e-08,9.19895317710169,"DOWN","TRIM34"
"C1orf35","C1orf35",-0.405192164678056,6.79690699990562,-6.72407683752067,1.4073828804868e-08,9.64358822294966e-08,9.19578560883085,"NO",NA
"LOC101927020","LOC101927020",0.599731905669282,4.03512376991094,6.72182473680666,1.4190253254074e-08,9.72018426792306e-08,9.18763403059167,"NO",NA
"CYP3A4","CYP3A4",0.579279696930248,7.41637232085385,6.72143126556116,1.42106926154467e-08,9.73100288381046e-08,9.18620986015124,"NO",NA
"ATP2A2","ATP2A2",-0.561810967311893,9.85415690711086,-6.71990835631898,1.42900796165735e-08,9.78216659243025e-08,9.18069773070279,"NO",NA
"NR1I3","NR1I3",0.333488382299451,3.3419509517847,6.71793616193347,1.43935458368967e-08,9.84977473523278e-08,9.17355953339196,"NO",NA
"ESF1","ESF1",-0.627071919529123,7.67351055812362,-6.71651006632053,1.44688282125864e-08,9.89805828115766e-08,9.16839797230659,"DOWN","ESF1"
"KIF18B","KIF18B",-0.749395189508947,5.48302197092703,-6.71548284957301,1.45232976629181e-08,9.93207692279287e-08,9.16468013930562,"DOWN","KIF18B"
"UCK2","UCK2",-0.818618229910929,7.09894200282175,-6.71520230416952,1.45382095084429e-08,9.9390298489998e-08,9.16366475963457,"DOWN","UCK2"
"NEMP1","NEMP1",-0.767520992074832,4.63899440528454,-6.71510289611896,1.45434970188021e-08,9.9394007195056e-08,9.16330497207522,"DOWN","NEMP1"
"DNAJC6","DNAJC6",1.47671834664807,7.50069818451923,6.71421830691618,1.45906329604169e-08,9.96769674159971e-08,9.16010339214616,"UP","DNAJC6"
"SIGLEC1","SIGLEC1",-1.34748946652119,5.43757030151005,-6.71414741103272,1.45944172943554e-08,9.96769674159971e-08,9.15984680085316,"DOWN","SIGLEC1"
"MRGBP","MRGBP",-0.798041820117911,6.80417948984632,-6.7139820186591,1.46032495450248e-08,9.97047810363866e-08,9.15924820193665,"DOWN","MRGBP"
"LURAP1","LURAP1",0.566474115749105,6.13038855011857,6.71184147749177,1.47180411333665e-08,1.00455786125978e-07,9.15150109359591,"NO",NA
"HS6ST2","HS6ST2",1.550153901602,3.88679859756676,6.71129920150289,1.47472647716593e-08,1.00622460968061e-07,9.14953849589581,"UP","HS6ST2"
"NUS1P3","NUS1P3",-0.867767511253553,4.82427380617601,-6.71052107324146,1.47892999339852e-08,1.00845087696321e-07,9.14672232137518,"DOWN","NUS1P3"
"DEAF1","DEAF1",-0.74124373098856,7.49612941173607,-6.71051697536344,1.47895216213825e-08,1.00845087696321e-07,9.14670749053007,"DOWN","DEAF1"
"ST6GALNAC4","ST6GALNAC4",-0.579411985778255,6.31468174025361,-6.70982280543122,1.48271228351937e-08,1.01068578597072e-07,9.14419519152152,"NO",NA
"PIAS1","PIAS1",-0.599968501261819,7.5446863999874,-6.70718022229613,1.49711397444382e-08,1.02017067087426e-07,9.13463145183327,"NO",NA
"AIM2","AIM2",-1.45556143643052,4.91365963224356,-6.70615709275061,1.50272732474233e-08,1.02355577462863e-07,9.13092871701026,"DOWN","AIM2"
"LINC01234","LINC01234",0.305639187064544,3.31072143836516,6.70605202358823,1.50330497046622e-08,1.02355577462863e-07,9.13054847065427,"NO",NA
"ZNF844","ZNF844",0.38587311992562,3.87211911736406,6.70600790663281,1.50354758129198e-08,1.02355577462863e-07,9.1303888110554,"NO",NA
"FARSB","FARSB",-0.456072466383932,8.68275520571589,-6.70454836732053,1.51159606047013e-08,1.02870054186705e-07,9.12510676277391,"NO",NA
"TMEM150A","TMEM150A",0.71136894871083,7.27973159964216,6.7038205063021,1.51562584090036e-08,1.03083377254393e-07,9.12247267187126,"UP","TMEM150A"
"ADNP","ADNP",-0.698367350969256,9.31721393821591,-6.70380444065612,1.5157149087866e-08,1.03083377254393e-07,9.12241453133481,"DOWN","ADNP"
"DRAP1","DRAP1",-0.525791364328548,8.06049294853451,-6.70183403484709,1.52667856543718e-08,1.03795312918574e-07,9.11528382379228,"NO",NA
"TNFRSF6B","TNFRSF6B",-1.10619091302467,6.44861800722258,-6.70099818527516,1.53135326029175e-08,1.0407935348258e-07,9.11225900368113,"DOWN","TNFRSF6B"
